id,tweet,subtask_a
65790,+++ i can't prove causation either but while the conservatives in cda surely love the idea of 𝙿𝚎𝚝𝚊𝚕𝚜 𝙼𝚌𝙿𝙾𝚄𝚃𝚂𝙵𝚊𝚌𝚎(¬@user bashing pm @user can't help but think they're also egging the former to continue the bashing to boost their fortune(s) vainly. http,NOT
48548,@user 2 republican men in a picture 85 and 84 what are men of that age are law makers too old no sorry young republicans are like young conservatives they are all born at 40 years of age,NOT
83751,@user @user @user liberals can’t meme. they have no sense of humor or knowledge of meme-ing philosophy.,NOT
62541,@user @user any she is stunning,NOT
62107,@user yea your the bitch on the right getting smacked http,OFF
18474,"@user why the focus on the proud boys? i know you're not a real journalist, kelly, but why not focus on the ones doing all of the violence? antifa  if you want a story; focus on why journalists"" (leftist activists) are constantly ignoring antifa's attacks on people.""",NOT
33096,@user hahaha big thighs is not going to make it,OFF
22879,@user @user @user @user it’s called educating liberals.,NOT
81470,"maga christine ford trump2020 t cot c cot america first patriots @user  brett kavanaugh had this to say about bill clinton during whitewater:   it's imperative to make his pattern of revolting behavior clear -- piece by painful piece.""   indeed. http",OFF
20322,"maga people are very low iq. gdp growth"" means literally nothing. in no way does this translate to higher income for white familes or individuals. all that billions goes to companies or government.   and what jobs did he create? labour which pays less than living wage lmao? http",OFF
26694,@user @user if you wonna get paid...pick up the energy people!!!! scream and shout like you’re at the  kavanaugh hearing! http,NOT
60130,@user bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious,OFF
54559,a bitch built like that could beat my ass all she wants http,OFF
34961,@user @user @user @user @user @user @user @user trash,NOT
14285,@user @user very pathetic man !,OFF
25012,@user @user @user she is new psychology thinker who think about religion and so aggressive on her thought before deeply think on hinduism  grinning face  grinning_face: grinning face  grinning_face:,NOT
19121,@user shouldve played saint marie instead of london docks. saint was ass for me  ok hand ,NOT
61272,@user thank goodness he is not mn passive aggressive. love it!!,NOT
25360,@user @user we can empty all our prisons also and just say they broke no laws.....liberal logic.,NOT
56949,@user @user she is an angel! much love to her!,NOT
34893,@user @user for what? why are you asking for his arrest?  liberals being butthurt for 19 months is not an impeachable offense.,NOT
90958,@user @user the tolerant left,NOT
42133,@user @user @user @user @user @user you must be talking about hateful conservatives.,OFF
18834,@user @user thats correct!!! maga,OFF
12741,@user @user @user @user show me a single case where antifa have actually murdered someone.  because the far right murdered someone at charlottesville  person shrugging   hypocrisy works both ways.,NOT
42528,@user if bobby is fit thats exactly what i would say but not sure if he is or not,NOT
29300,"@user the only white people that thank jesus are republicans &amp; ex-crackheads"" - so say america-hating liberals about christians. many ex-dems thank jesus too- &amp; many former emmys watchers. we thank jesus daily for our country, our @user &amp; the ability to turn you off! @user",NOT
14850,@user does skip realize that by saying you should become a professional tweeter that he is kind of shitting on sports casters?  how many td receptions skip have this year?,NOT
38043,@user @user @user this leftist is what is wrong in liberal colleges. more ppl and students will come out and will unmask this corrupt woman who is determined to destroy a good judge because she wants only liberals in the courts. @user  @user  @user,OFF
40340,@user @user @user @user she is just feeling his touch first time smiling face with heart eyes  smiling_face_with_heart-eyes: smiling face with heart eyes  smiling_face_with_heart-eyes: smiling face with heart eyes  smiling_face_with_heart-eyes:,NOT
76709,"@user @user @user @user this is great! mark the great one"" levin and candace ""the great"" owens together! this team is unbeatable! they just sent liberals into a frenzy again! a whole block of liberal voters just had their heads explode! and...sadly, alyssa milano just wet her pants again! great team!""",OFF
22728,@user strata data a i data hairball: @user tdavis touring the application of cognitive and machine learning techniques to speed governance of data http,OFF
14037,@user @user @user you are grossly misinterpreting who is against this. people across all parties condemn this action. look no further than bill davis and brian mulroney to see that even conservatives think this is a horrible decision.,NOT
11640,@user @user @user @user i wasn't proposing scare tactics. i really meant what i said. trump can easily pull the good maga republicans and can easily steal enough votes from gop dem and independents and will bring fresh breath to our rotten politics. think about it.,OFF
47009,@user @user @user @user only a liberal would support a liberal that spent a million to get liberals elected to office. lib fail! http,OFF
90912,@user notice how everyone avoids this tweet  index pointing up  index_pointing_up:  they might think you are referring to them.  face with tears of joy  face_with_tears_of_joy:  but not me comrade. i stalk everyone.  love you gesture  love-you_gesture:,NOT
97936,@user it’s so weirdly vicious and bitter to extrapolate from ‘everyone should have access to decent healthcare’ to ‘liberals think all criminals should be free.’  it reveals a pretty brutalist and impenetrable mind.,OFF
